,SubjectID,Device,ActivityID,TrialNo,Acc,Gyr
84,2,Wrist,37,1,"[[ 3878 -3017   -35]
 [ 3828 -2949   -37]
 [ 3766 -2867   -41]
 ...
 [ 3091 -2342  -989]
 [ 3102 -2364 -1004]
 [ 3112 -2377 -1014]]","[[-661  523  217]
 [-606  556  183]
 [-562  588  151]
 ...
 [   7  -50  102]
 [  30  -53  103]
 [  51  -53  102]]"
85,7,Waist,132,1,"[[ 3941   615  -439]
 [ 3938   617  -441]
 [ 3941   617  -437]
 ...
 [  445 -4104  -280]
 [  441 -4105  -277]
 [  433 -4104  -274]]","[[ -7  22  -8]
 [ -4  23 -13]
 [ -5  23 -10]
 ...
 [-26  22   6]
 [-28  21   3]
 [-27  23   4]]"
86,8,Neck,14,4,"[[3956 -543 -534]
 [3953 -539 -538]
 [3949 -537 -541]
 ...
 [3983 -224   18]
 [3985 -222   17]
 [3988 -224   19]]","[[-77  36  23]
 [-75  37  24]
 [-71  39  22]
 ...
 [-81  98  28]
 [-84 104  27]
 [-81 107  27]]"
87,11,Waist,15,2,"[[3359  350 2232]
 [3367  351 2233]
 [3379  359 2243]
 ...
 [3249  643 2353]
 [3244  650 2350]
 [3246  654 2344]]","[[-11  37  -9]
 [-16  38 -10]
 [-17  39 -12]
 ...
 [ -6   6  10]
 [ -5   4   7]
 [ -6   7  11]]"
88,4,Neck,15,2,"[[ 3539  -615 -2064]
 [ 3537  -613 -2068]
 [ 3532  -613 -2067]
 ...
 [ 3595  -685 -1871]
 [ 3593  -683 -1870]
 [ 3589  -685 -1872]]","[[-57 114  40]
 [-57 112  37]
 [-58 108  33]
 ...
 [-69  71   9]
 [-69  71   8]
 [-68  76  11]]"
89,1,Waist,120,3,"[[3819 -262  862]
 [3848 -271  892]
 [3885 -289  916]
 ...
 [3579 -560  143]
 [3568 -529  194]
 [3585 -483  251]]","[[-108   91    8]
 [-120   90    5]
 [-129   93   -2]
 ...
 [ 243  209   -5]
 [ 229  227  -11]
 [ 237  237  -17]]"
90,3,Wrist,3,2,"[[3687 1548 -386]
 [3688 1548 -384]
 [3690 1548 -380]
 ...
 [3691 1517 -407]
 [3692 1517 -408]
 [3691 1516 -411]]","[[-12  13  21]
 [-10  16  19]
 [ -9  10  17]
 ...
 [ 35  29  25]
 [ 32  28  25]
 [ 30  30  23]]"
91,14,Wrist,44,1,"[[ 2697  -511 -1894]
 [ 2812  -956 -1969]
 [ 2919 -1456 -1984]
 ...
 [ 3841 -1188   190]
 [ 3845 -1182   189]
 [ 3847 -1178   186]]","[[-1285  1151  1669]
 [-1381  1310  1760]
 [-1488  1467  1883]
 ...
 [   40     4    28]
 [   43     2    29]
 [   43     1    30]]"
92,15,Wrist,7,1,"[[ 3107 -2922 -2230]
 [ 2995 -2815 -2210]
 [ 2885 -2688 -2189]
 ...
 [ 3800  -871 -1091]
 [ 3802  -870 -1090]
 [ 3806  -873 -1087]]","[[ -720  2307 -2833]
 [ -803  2311 -2840]
 [ -872  2308 -2838]
 ...
 [  -39    35   -46]
 [  -38    37   -44]
 [  -39    37   -44]]"
93,5,Waist,121,2,"[[  539   759   354]
 [  568   196  -142]
 [  771  -466  -593]
 ...
 [  -58  1992 -3655]
 [  -56  1992 -3658]
 [  -50  1993 -3657]]","[[ 3034 -2354 -1025]
 [ 2660 -2257 -1184]
 [ 2163 -2078 -1500]
 ...
 [  -21    22     9]
 [  -21    24     8]
 [  -16    25     8]]"
94,12,Waist,20,5,"[[4103   57  403]
 [4066   56  441]
 [4030   60  504]
 ...
 [3791  542  774]
 [3803  585  766]
 [3820  618  750]]","[[-683  -51  139]
 [-654  -62  139]
 [-624  -73  141]
 ...
 [-500    5  174]
 [-445   20  171]
 [-383   30  167]]"
95,9,Neck,20,3,"[[3862 -445 -929]
 [4253 -418 -787]
 [4680 -357 -729]
 ...
 [3862  -19  170]
 [3896   -4  228]
 [3923   40  287]]","[[ 557 1926 -709]
 [ 401 1782 -685]
 [ 240 1604 -637]
 ...
 [ 125 -328  309]
 [  95 -373  273]
 [  82 -407  229]]"
96,7,Neck,33,2,"[[ 3350   335  -428]
 [ 3282   288  -459]
 [ 3222   250  -496]
 ...
 [ 4892   864 -1213]
 [ 4801   816 -1223]
 [ 4740   769 -1144]]","[[-268   29  111]
 [-275   53  112]
 [-286   68  114]
 ...
 [ 203  237  -51]
 [ 183  289  -46]
 [ 168  333  -42]]"
97,14,Neck,17,1,"[[  297   -61  3967]
 [  311   -68  3974]
 [  313   -69  3977]
 ...
 [ 2983 -1817 -2238]
 [ 2984 -1821 -2242]
 [ 2992 -1828 -2241]]","[[-53  57   4]
 [-51  42   6]
 [-50  31   8]
 ...
 [-82  84  19]
 [-79  81  15]
 [-81  82  14]]"
98,1,Neck,43,2,"[[ 3885  -648   415]
 [ 3886  -641   414]
 [ 3885  -631   419]
 ...
 [14149  -726  -148]
 [14198  -117  -319]
 [13029   254  -321]]","[[ -60  103   -8]
 [ -57  103   -3]
 [ -57  103   -2]
 ...
 [ 984 1334 -563]
 [ 926 1010 -454]
 [ 662  495 -278]]"
99,4,Waist,19,6,"[[3814 1305  586]
 [3823 1298  586]
 [3826 1292  587]
 ...
 [3843 1495 -350]
 [3815 1617 -337]
 [3795 1722 -323]]","[[  59   71   31]
 [  63   70   31]
 [  62   65   30]
 ...
 [1148  568  393]
 [1130  566  397]
 [1136  567  394]]"
100,8,Neck,32,2,"[[3997 -492  117]
 [3995 -492  113]
 [3989 -492  112]
 ...
 [3692 -777 -467]
 [3720 -782 -498]
 [3751 -783 -528]]","[[ -68   10   28]
 [ -66   11   29]
 [ -67   12   30]
 ...
 [-483  103 -130]
 [-465  125 -139]
 [-444  144 -142]]"
101,4,Neck,38,2,"[[3389 1041 1580]
 [3394 1037 1587]
 [3396 1034 1593]
 ...
 [3367 1216 1584]
 [3362 1211 1580]
 [3355 1208 1576]]","[[-17  36 -31]
 [-18  37 -29]
 [-20  39 -27]
 ...
 [-68  74 -13]
 [-70  79 -11]
 [-75  77 -11]]"
102,14,Wrist,28,3,"[[ 3882 -1094  -169]
 [ 3876 -1099  -159]
 [ 3874 -1101  -153]
 ...
 [ 3873 -1089  -240]
 [ 3873 -1093  -240]
 [ 3875 -1093  -237]]","[[-104   56   31]
 [-100   52   32]
 [ -90   50   32]
 ...
 [  20   24   34]
 [  24   25   33]
 [  26   19   32]]"
103,2,Wrist,123,2,"[[ 4017  -850  -676]
 [ 4018  -856  -674]
 [ 4020  -857  -675]
 ...
 [  314 -3725   299]
 [  265 -3680   297]
 [  230 -3671   347]]","[[ -60   14   28]
 [ -57   14   30]
 [ -59   12   33]
 ...
 [ -92   34 -160]
 [-113   32 -141]
 [-153   26 -126]]"
104,7,Waist,39,1,"[[3814  498 1140]
 [3805  504 1137]
 [3794  513 1140]
 ...
 [4095  333 1021]
 [4098  331 1020]
 [4099  334 1015]]","[[121  76 103]
 [123  78 102]
 [123  79 103]
 ...
 [-26  28   5]
 [-25  26   7]
 [-26  26   4]]"
105,3,Wrist,19,5,"[[3830 1107 -570]
 [3828 1104 -563]
 [3831 1105 -560]
 ...
 [3370 1150   -3]
 [3401 1143   -1]
 [3430 1135   -2]]","[[-51 -11  60]
 [-44 -11  63]
 [-40  -8  64]
 ...
 [307  94 800]
 [296  83 780]
 [285  72 762]]"
106,11,Neck,14,6,"[[ 3654 -1168 -1811]
 [ 3641 -1153 -1779]
 [ 3622 -1132 -1750]
 ...
 [ 3803  -417 -1427]
 [ 3809  -423 -1432]
 [ 3810  -427 -1452]]","[[-53 -76  71]
 [-59 -66  74]
 [-75 -60  74]
 ...
 [-91 102  33]
 [-90 102  34]
 [-91 103  33]]"
107,2,Wrist,134,2,"[[ 2748 -1193  -589]
 [ 2816 -1209  -588]
 [ 2906 -1228  -591]
 ...
 [ -304 -1816  3669]
 [ -306 -1814  3666]
 [ -307 -1816  3663]]","[[1375   50 -451]
 [1418   47 -411]
 [1466   46 -371]
 ...
 [ -23  -15   25]
 [ -20  -16   25]
 [ -21  -15   25]]"
108,3,Wrist,42,2,"[[  201  3781 -1563]
 [  202  3780 -1562]
 [  200  3774 -1558]
 ...
 [  472  3704 -1115]
 [  504  3707 -1115]
 [  534  3711 -1120]]","[[ 24  24  33]
 [ 22  24  35]
 [ 25  22  37]
 ...
 [ 15 -48  10]
 [ -4 -50  11]
 [ -7 -45  12]]"
109,2,Wrist,24,1,"[[ 2626   301  -159]
 [ 2563   528   -78]
 [ 2502   755    -4]
 ...
 [-1593  -776   -24]
 [-1580  -795    11]
 [-1566  -817    49]]","[[ 2242  -716 -1193]
 [ 2285  -639 -1146]
 [ 2315  -567 -1103]
 ...
 [   90   468   415]
 [  123   391   406]
 [  149   307   389]]"
110,9,Neck,13,3,"[[ 4130  -151 -1155]
 [ 3888  -303 -1504]
 [ 3671  -452 -1734]
 ...
 [ 3376  -880 -2753]
 [ 3349  -882 -2763]
 [ 3318  -900 -2788]]","[[ -56  171 -338]
 [  84  445 -427]
 [ 247  749 -552]
 ...
 [-245 -837   29]
 [-203 -857    9]
 [-194 -866  -11]]"
111,11,Neck,28,2,"[[ 3837 -1257 -1330]
 [ 3926 -1275 -1378]
 [ 4022 -1294 -1422]
 ...
 [ 2354   -30  -686]
 [ 2376   -23  -718]
 [ 2417   -23  -752]]","[[-122 -142    9]
 [-129 -159   16]
 [-133 -178   24]
 ...
 [ 371 -143  -20]
 [ 364 -129    5]
 [ 350 -102   33]]"
112,3,Wrist,135,1,"[[ 3924  -698  -496]
 [ 3924  -696  -498]
 [ 3923  -696  -501]
 ...
 [ 3290 -1685 -1662]
 [ 3292 -1688 -1661]
 [ 3294 -1688 -1664]]","[[71 -9 33]
 [65 -7 33]
 [66 -6 37]
 ...
 [21 18 23]
 [22 18 26]
 [20 22 24]]"
113,2,Waist,113,2,"[[3757 -643 -919]
 [3754 -633 -910]
 [3745 -630 -910]
 ...
 [1061 3941   42]
 [1066 3942   39]
 [1071 3941   40]]","[[272 192 -89]
 [273 201 -86]
 [274 204 -88]
 ...
 [-63  50  40]
 [-64  52  37]
 [-58  55  31]]"
114,15,Wrist,1,4,"[[ 3880  -789 -1012]
 [ 3879  -779 -1017]
 [ 3872  -766 -1017]
 ...
 [ 3868  -878  -976]
 [ 3874  -881  -977]
 [ 3874  -882  -971]]","[[ 38 -26 -80]
 [ 39 -27 -81]
 [ 41 -25 -78]
 ...
 [-34  47   7]
 [-36  48   9]
 [-32  47  10]]"
115,15,Wrist,108,4,"[[3073 2024 -551]
 [3079 2010 -539]
 [3100 2002 -540]
 ...
 [-150 3629 1176]
 [ -18 3669 1181]
 [ 108 3774 1212]]","[[ -11  338  141]
 [ -25  334  143]
 [ -39  331  147]
 ...
 [ -37  680 -822]
 [-109  752 -854]
 [-198  831 -876]]"
116,5,Waist,16,2,"[[ 3485 -1689   -98]
 [ 3575 -1648  -102]
 [ 3680 -1601   -87]
 ...
 [  766  3603 -1830]
 [  764  3602 -1830]
 [  765  3606 -1827]]","[[-49 379 123]
 [-73 477 129]
 [-88 553 131]
 ...
 [ -9  23   7]
 [-13  23   6]
 [-14  22   5]]"
117,7,Neck,133,1,"[[3898  725 -354]
 [3903  724 -349]
 [3907  723 -341]
 ...
 [-708  184 3826]
 [-708  189 3825]
 [-709  191 3826]]","[[-95 -12  22]
 [-99 -15  21]
 [-96 -16  22]
 ...
 [-77  75  25]
 [-75  73  28]
 [-76  73  31]]"
118,14,Neck,105,1,"[[ 4016  1127  -812]
 [ 3927  1002  -737]
 [ 3830   877  -652]
 ...
 [ -674 -3594 -2288]
 [ -671 -3596 -2289]
 [ -673 -3588 -2283]]","[[749 -61 121]
 [748 -58 121]
 [746 -59 126]
 ...
 [-48  79   8]
 [-49  81   7]
 [-49  83   6]]"
119,4,Waist,24,3,"[[ 250 1093  697]
 [  15 1121  626]
 [-168 1136  553]
 ...
 [2272 2660  767]
 [2061 2687  792]
 [1863 2679  822]]","[[  212  -593  -450]
 [  323  -555  -413]
 [  449  -504  -369]
 ...
 [-1323  -474  -499]
 [-1177  -433  -472]
 [-1038  -391  -443]]"
120,4,Wrist,5,2,"[[-3710 -1822   148]
 [-3711 -1824   150]
 [-3713 -1821   153]
 ...
 [-3779 -1796   730]
 [-3726 -2065   887]
 [-3675 -2354   914]]","[[  20   22   23]
 [  23   22   26]
 [  22   23   23]
 ...
 [-314   80  164]
 [-305   27  196]
 [-313  -25  209]]"
121,1,Neck,28,4,"[[3821 -274  518]
 [3798 -267  517]
 [3783 -264  519]
 ...
 [3798 -564  405]
 [3795 -562  402]
 [3790 -561  399]]","[[ 203   67   25]
 [ 220   69   32]
 [ 240   68   35]
 ...
 [-167   71  -44]
 [-177   72  -51]
 [-196   75  -59]]"
122,12,Waist,105,1,"[[3843   -6  866]
 [3736 -314  613]
 [3606 -225  562]
 ...
 [-945 2055 3374]
 [-956 2097 3343]
 [-934 2068 3377]]","[[ 697 -543  677]
 [ 565 -550  613]
 [ 479 -533  583]
 ...
 [  22   30   10]
 [  14   30   21]
 [  24   28   21]]"
123,2,Neck,16,5,"[[3796    2  743]
 [3798    3  743]
 [3795   11  745]
 ...
 [-992  995 3682]
 [-998  990 3682]
 [-996  987 3685]]","[[1035  470  271]
 [1032  466  274]
 [1024  463  269]
 ...
 [ -93   86   10]
 [ -93   81   10]
 [ -92   78   12]]"
124,6,Wrist,29,1,"[[-2220  3074  1604]
 [-2218  3076  1600]
 [-2219  3081  1598]
 ...
 [ 4377   929  -269]
 [ 4394   921  -275]
 [ 4411   914  -282]]","[[   8   16   46]
 [   9   18   47]
 [  12   22   47]
 ...
 [-767  437 2606]
 [-760  434 2609]
 [-751  429 2608]]"
125,15,Neck,29,1,"[[ 3946    82   372]
 [ 3937    80   371]
 [ 3936    69   365]
 ...
 [ 2978  -585 -2409]
 [ 2944  -568 -2403]
 [ 2902  -549 -2389]]","[[ -88   98   15]
 [ -88   97   15]
 [ -87   99   17]
 ...
 [ 196  -22 -277]
 [ 191   -7 -259]
 [ 182    4 -235]]"
126,10,Neck,13,2,"[[4006 -587 -519]
 [4010 -580 -529]
 [4007 -577 -538]
 ...
 [3916 -226  594]
 [3917 -227  595]
 [3914 -228  602]]","[[-48 -92  61]
 [-47 -94  67]
 [-45 -93  73]
 ...
 [-74  64  23]
 [-73  65  21]
 [-76  69  21]]"
127,6,Wrist,21,3,"[[1900 3547 -207]
 [1918 3566 -333]
 [1936 3592 -463]
 ...
 [4034  558 -947]
 [4016  572 -950]
 [3995  580 -971]]","[[  579 -1126   676]
 [  553 -1091   673]
 [  519 -1046   665]
 ...
 [   24   -19   -17]
 [    2   -15   -20]
 [  -30   -10   -21]]"
128,11,Wrist,20,3,"[[ 4177   350  -306]
 [ 4249   327  -268]
 [ 4309   196  -425]
 ...
 [ 5576  -201 -1042]
 [ 5828  -208 -1121]
 [ 6070  -212 -1231]]","[[-933  -68   21]
 [-850  -95   40]
 [-856 -115   55]
 ...
 [ 515 -564  348]
 [ 617 -565  360]
 [ 724 -545  372]]"
129,12,Neck,124,1,"[[ 301  237 -386]
 [ 254  165 -468]
 [ 262   52 -571]
 ...
 [3196  714   21]
 [3348  699   29]
 [3495  714   75]]","[[1268  548  -24]
 [1236  500  -13]
 [1179  443  -10]
 ...
 [ 664  475 -159]
 [ 647  488 -162]
 [ 644  490 -163]]"
130,2,Wrist,41,2,"[[-3960  -124 -1191]
 [-3957  -149 -1210]
 [-3977  -140 -1182]
 ...
 [-3383   363 -2354]
 [-3386   413 -2287]
 [-3404   461 -2106]]","[[ 27  53 -42]
 [ 37  63 -46]
 [ 36  62 -47]
 ...
 [ 17  95 100]
 [ -1 103 112]
 [-19  96 124]]"
131,12,Neck,14,2,"[[ 3574  -273 -1999]
 [ 3571  -266 -1959]
 [ 3568  -264 -1930]
 ...
 [ 3623  -404 -1976]
 [ 3625  -401 -1983]
 [ 3626  -399 -1982]]","[[-71  72  28]
 [-66  78  27]
 [-62  75  32]
 ...
 [-62  64  22]
 [-60  68  19]
 [-58  66  22]]"
132,12,Waist,13,5,"[[ 4548    49   397]
 [ 4608   -54   355]
 [ 4655  -162   315]
 ...
 [ 3325 -1839  1367]
 [ 3322 -1841  1369]
 [ 3327 -1846  1369]]","[[1358  155  269]
 [1384  111  291]
 [1395   70  296]
 ...
 [   1   33   12]
 [   3   37   14]
 [   3   42   17]]"
133,6,Wrist,11,1,"[[ 3867   374 -1060]
 [ 3867   373 -1066]
 [ 3871   373 -1069]
 ...
 [ 1750  3573  -915]
 [ 1754  3581  -911]
 [ 1753  3592  -903]]","[[68 16 32]
 [69 18 35]
 [67 22 32]
 ...
 [28 52 26]
 [23 52 22]
 [19 46 16]]"
134,5,Neck,32,1,"[[ 1584  -190 -4109]
 [ 1569  -202 -4106]
 [ 1601  -278 -4073]
 ...
 [ 2282   -26 -4342]
 [ 2115   110 -4552]
 [ 1798   279 -4805]]","[[ -71   59   36]
 [ -71   63   53]
 [ -77   72   59]
 ...
 [-366  562 -329]
 [-335  552 -334]
 [-250  591 -319]]"
135,14,Neck,13,6,"[[3925 -325  386]
 [3931 -322  384]
 [3935 -318  386]
 ...
 [3887 -796  419]
 [3893 -789  417]
 [3898 -786  404]]","[[-77 117   5]
 [-76 124   3]
 [-77 129   4]
 ...
 [-86 207  67]
 [-76 210  68]
 [-76 215  72]]"
136,1,Wrist,24,1,"[[ 1424  1374  -244]
 [ 1383  1531  -261]
 [ 1329  1689  -296]
 ...
 [-1466  7628  2062]
 [-1470  7324  1985]
 [-1477  7047  1900]]","[[-446  957  -23]
 [-468  979  -31]
 [-491 1012  -41]
 ...
 [-346 2361 -201]
 [-361 2322 -212]
 [-372 2292 -224]]"
137,11,Neck,16,6,"[[ 3327 -1905 -1663]
 [ 3333 -1903 -1649]
 [ 3341 -1908 -1632]
 ...
 [  351   277  3853]
 [  346   286  3797]
 [  331   305  3761]]","[[ -64  155   44]
 [ -70  153   48]
 [ -68  145   50]
 ...
 [-126   18   61]
 [-126   19   66]
 [-127   27   73]]"
138,7,Waist,36,1,"[[-1468 -2308  -329]
 [-1169 -2237  -328]
 [ -850 -2102  -315]
 ...
 [ 6631  -116  1903]
 [ 6796  -528  1489]
 [ 6817  -860  1120]]","[[ 181 -386  276]
 [   5 -302  301]
 [-142 -255  326]
 ...
 [ 786  594 -573]
 [ 556  460 -554]
 [ 336  319 -527]]"
139,1,Neck,28,3,"[[3879 -579  667]
 [3877 -582  660]
 [3868 -577  659]
 ...
 [3869  211  801]
 [3862  219  792]
 [3864  226  791]]","[[-39  89  13]
 [-39  94  16]
 [-35  91  18]
 ...
 [-94  81  21]
 [-91  82  24]
 [-89  83  21]]"
140,2,Wrist,44,2,"[[ 2309 -3285   417]
 [ 2058 -3103   456]
 [ 1812 -2932   487]
 ...
 [ 3770  -713 -1189]
 [ 3771  -723 -1204]
 [ 3773  -736 -1208]]","[[-597 2111  -74]
 [-650 2090  -69]
 [-702 2069  -64]
 ...
 [-382   73   95]
 [-381   72   97]
 [-385   74   99]]"
141,5,Wrist,102,2,"[[ 3579 -1334  -151]
 [ 3651 -1347  -173]
 [ 3728 -1357  -206]
 ...
 [ 3750  -828  -221]
 [ 3757  -831  -204]
 [ 3769  -835  -189]]","[[   36  -405   112]
 [   97  -412   175]
 [  163  -420   240]
 ...
 [-1548   440   830]
 [-1555   436   841]
 [-1560   438   846]]"
142,11,Neck,28,3,"[[ 3732  -264 -1780]
 [ 3720  -241 -1800]
 [ 3708  -222 -1822]
 ...
 [ 3815  -394 -1496]
 [ 3821  -392 -1501]
 [ 3819  -392 -1499]]","[[-104   96   50]
 [-107   96   49]
 [-108   93   51]
 ...
 [ -71   32  117]
 [ -59   29  115]
 [ -47   29  115]]"
143,7,Neck,126,1,"[[2671  -43 -238]
 [2473  -82 -254]
 [2314 -115 -278]
 ...
 [3796 -936 -459]
 [3815 -949 -456]
 [3814 -954 -454]]","[[-1152   -15   -24]
 [-1167   -19   -19]
 [-1185   -32   -22]
 ...
 [-1247   496   195]
 [-1242   489   194]
 [-1235   488   191]]"
144,11,Neck,16,5,"[[ 3852  -786 -2138]
 [ 3803  -749 -2141]
 [ 3747  -728 -2141]
 ...
 [  172   144  3901]
 [  172   142  3907]
 [  168   141  3908]]","[[ 383  276 -466]
 [ 374  270 -421]
 [ 360  267 -384]
 ...
 [ -66   71   22]
 [ -64   68   23]
 [ -61   69   25]]"
145,7,Neck,19,3,"[[ 3966    46  -724]
 [ 3974    45  -717]
 [ 3980    45  -709]
 ...
 [ 3126   838 -1656]
 [ 3054   884 -1532]
 [ 2994   919 -1378]]","[[  12   70   17]
 [  13   68   22]
 [  12   69   21]
 ...
 [ 309  439 -581]
 [ 277  460 -561]
 [ 251  474 -533]]"
146,7,Neck,19,6,"[[ 3945   271  -560]
 [ 3936   273  -575]
 [ 3933   276  -575]
 ...
 [ 4070    -7 -3335]
 [ 4079   -20 -3123]
 [ 4137   -29 -2822]]","[[ -65   36   21]
 [ -67   38   18]
 [ -63   37   19]
 ...
 [-735  507  265]
 [-742  589  232]
 [-717  627  197]]"
147,10,Waist,16,1,"[[ 4052   397   726]
 [ 4040   396   717]
 [ 4034   392   717]
 ...
 [  218 -3527 -2142]
 [  220 -3526 -2144]
 [  223 -3529 -2145]]","[[ 96 -71  72]
 [ 92 -72  69]
 [ 85 -67  67]
 ...
 [  5  22  11]
 [  8  23   8]
 [ 10  21  10]]"
148,10,Neck,16,1,"[[ 3917   108    16]
 [ 3913   111    13]
 [ 3917   111     7]
 ...
 [ -516 -3514  2033]
 [ -513 -3508  2036]
 [ -507 -3501  2041]]","[[-139   96  147]
 [-146   95  148]
 [-148   95  151]
 ...
 [ -89   92   12]
 [ -88   87    9]
 [ -87   85   14]]"
149,1,Waist,108,1,"[[3452 -559 -359]
 [3437 -572 -353]
 [3452 -586 -331]
 ...
 [2605  742 1151]
 [3334  866 1438]
 [3965 1246 1691]]","[[ 498 -741  319]
 [ 520 -757  344]
 [ 548 -774  365]
 ...
 [ 856  313  204]
 [ 827  487   41]
 [ 705  516  -35]]"
150,1,Neck,13,10,"[[3933   78  611]
 [3922   77  606]
 [3921   74  615]
 ...
 [3942  687  640]
 [3945  680  630]
 [3947  677  622]]","[[-42  47  16]
 [-46  46  18]
 [-49  47  19]
 ...
 [-65 100  46]
 [-65  96  42]
 [-67  96  39]]"
151,5,Waist,32,2,"[[3981 -226 -819]
 [3977 -227 -825]
 [3980 -225 -820]
 ...
 [3957 -223 -906]
 [3887 -177 -888]
 [3824 -132 -872]]","[[ -19    8   -1]
 [ -22    7   -1]
 [ -19    9   -1]
 ...
 [ 804 -618 -322]
 [ 791 -590 -320]
 [ 789 -550 -319]]"
152,1,Wrist,29,2,"[[3766 1330 -647]
 [3765 1328 -644]
 [3765 1331 -641]
 ...
 [3976 1315 -545]
 [3974 1297 -556]
 [3971 1272 -567]]","[[ 15  15  21]
 [ 13  15  20]
 [ 16  16  17]
 ...
 [ 37  59 836]
 [ 24  42 848]
 [  8  24 858]]"
153,7,Neck,123,1,"[[10381 -3813 -1809]
 [11848 -3133 -1190]
 [12470 -2619  -926]
 ...
 [  243  -362 -4350]
 [  244  -364 -4354]
 [  245  -363 -4356]]","[[-2026  1417  -196]
 [-1813  1246  -184]
 [-1677  1003  -173]
 ...
 [  -73    84    21]
 [  -69    87    21]
 [  -69    85    22]]"
154,11,Waist,38,1,"[[ 3181 -2202  1385]
 [ 3182 -2200  1389]
 [ 3181 -2197  1392]
 ...
 [ 3742 -1279  1001]
 [ 3746 -1275  1008]
 [ 3743 -1265  1015]]","[[-29  11 -18]
 [-29  13 -19]
 [-31  13 -19]
 ...
 [-91  68 -19]
 [-90  68 -16]
 [-88  68 -16]]"
155,7,Neck,124,2,"[[-1208   491  -931]
 [-1252   492  -925]
 [-1275   472  -926]
 ...
 [ 3998    94  -140]
 [ 3990    79  -161]
 [ 3979    60  -191]]","[[-1234   -56   760]
 [-1218   -37   746]
 [-1202    -9   735]
 ...
 [-1942   -61  -112]
 [-1946   -69  -113]
 [-1947   -75  -114]]"
156,14,Neck,126,1,"[[ 3256  1504 -1487]
 [ 3248  1518 -1447]
 [ 3226  1500 -1386]
 ...
 [ 3348  1514 -1261]
 [ 3360  1501 -1298]
 [ 3382  1491 -1319]]","[[2518  259 -173]
 [2549  250 -170]
 [2571  245 -153]
 ...
 [  32  329 -113]
 [  49  335 -119]
 [  63  337 -125]]"
157,12,Waist,35,1,"[[ 4988   947  -696]
 [ 4829   953 -1034]
 [ 4739  1054 -1228]
 ...
 [ 2282 -1510  -444]
 [ 2282 -1481  -486]
 [ 2287 -1428  -504]]","[[-1142    86  -717]
 [-1176   265  -739]
 [-1226   428  -758]
 ...
 [  598   990   191]
 [  457   941   217]
 [  316   886   234]]"
158,4,Waist,32,2,"[[3756  612 -196]
 [3771  703 -187]
 [3763  860 -226]
 ...
 [4980 -215  694]
 [4969 -152  682]
 [4946  -66  651]]","[[ -71  -67  187]
 [ -27  -64  177]
 [  38  -43  177]
 ...
 [ -71 -220  371]
 [ -80 -172  390]
 [-101 -118  407]]"
159,12,Wrist,2,1,"[[3887 -645 -935]
 [3884 -647 -939]
 [3888 -646 -936]
 ...
 [3866 -751 -973]
 [3870 -753 -976]
 [3871 -752 -978]]","[[10 13 20]
 [12 10 22]
 [ 9 12 27]
 ...
 [36 32 26]
 [34 33 26]
 [29 32 28]]"
160,12,Neck,109,2,"[[ 3813  -261    87]
 [ 3885  -252   152]
 [ 3947  -243   214]
 ...
 [ 1964 -2110  2740]
 [ 1966 -2109  2739]
 [ 1968 -2107  2741]]","[[-60 187 200]
 [-54 175 207]
 [-49 160 213]
 ...
 [-83  75  18]
 [-86  74  21]
 [-85  74  23]]"
161,15,Neck,17,3,"[[ -931  -112  3853]
 [ -929   -99  3856]
 [ -928   -90  3856]
 ...
 [-1206  1861  3485]
 [-1175  1775  3450]
 [-1147  1701  3422]]","[[-79  78  24]
 [-75  81  21]
 [-75  83  17]
 ...
 [ -2  61 -15]
 [-23  48 -11]
 [-40  49  -8]]"
162,2,Waist,13,4,"[[ 3095 -2662  -446]
 [ 3091 -2660  -446]
 [ 3084 -2655  -440]
 ...
 [ 3639 -1313  1167]
 [ 3640 -1315  1167]
 [ 3643 -1319  1167]]","[[-19  42  -1]
 [-23  42   1]
 [-21  46   2]
 ...
 [ -9  23   6]
 [ -8  23   9]
 [-12  22  10]]"
163,10,Waist,35,2,"[[ 3030   392   783]
 [ 3018   353   783]
 [ 2989   335   785]
 ...
 [ 3404  1100  -811]
 [ 3137   851  -949]
 [ 2916   682 -1035]]","[[-153 -456   -5]
 [-168 -465  -10]
 [-181 -468  -15]
 ...
 [1130  662  -74]
 [ 933  671 -115]
 [ 720  679 -156]]"
164,13,Waist,13,14,"[[ 4045   638  -258]
 [ 4048   637  -250]
 [ 4042   633  -243]
 ...
 [ -167 -2429  -236]
 [  424 -1981   -41]
 [ 1054 -1640   186]]","[[    0    41     5]
 [    0    44     2]
 [    0    43     2]
 ...
 [ -739   585 -1159]
 [ -694   749 -1056]
 [ -554   859  -934]]"
165,2,Neck,27,2,"[[5077 -963  398]
 [5045 -916  383]
 [4986 -864  345]
 ...
 [3838  864  170]
 [3853  857  156]
 [3876  861  168]]","[[-696 -120   92]
 [-729 -142   78]
 [-744 -154   64]
 ...
 [ 686  372  278]
 [ 679  393  285]
 [ 674  408  296]]"
166,2,Wrist,16,3,"[[ 3462  -875  -878]
 [ 3459  -880  -901]
 [ 3446  -886  -909]
 ...
 [-2852  -926 -2850]
 [-2852  -926 -2853]
 [-2851  -922 -2848]]","[[ 250 -545 -136]
 [ 213 -547 -126]
 [ 190 -547 -112]
 ...
 [  29   17   27]
 [  31   17   26]
 [  34   17   26]]"
